Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
120,Ventana,New,"North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages","1,200",pune,"Excellent setup with a rooftop setting that is also covered. It's airy and with artificial and real plants all around. Regarding food, I had ordered cream of veg soup, Jalapeno poppers, asian Garlic pepper sauce cottage cheese, paneer lababdar, pepper cottage cheese pizza, arabbiata pasta, Walnut brownie with ice cream. All were great and the portion size was also generous. Also ordered a frappe with caramel addition. This could have been a little thicker and was the least impressive item.Paneer lababdar and pizza were the star of the show. Simply lip smacking. Also it is pocket friendly restaurant without compromising on food quality."
121,One O Eight Cafe,4.1,"Cafe, Pizza, Continental, Italian, Bakery, Beverages","1,200",pune,the falafel is too dry...maybe because the delivery takes a little while. The outer crust was too hard and chewy and the inner portion was too dry.Hummus is okay but less in quantity. Little tweaks and it will be totally worth it. for now it was 3/5 sort of experience
122,One O Eight Cafe,4.1,"Cafe, Pizza, Continental, Italian, Bakery, Beverages","1,200",pune,Extremely salty. Not edible .
123,The Chocolate Room,4.1,"Cafe, Shake, Beverages, Waffle, Bakery, Desserts, Italian, Mexican",850,pune,they don't even know how to pack the parcel and when we complain to them they say it's not their fault 
124,Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Came across this Hidden Gem recently! Tanoshii Cafe is a co-working space and a super aesthetically pleasing cafe. The charges are very affordable, starting from Rs100 and the beverages are on the house. I love the ambience, it has a cute boho themed decor. Tanoshii Cafe also has a conference room where you can have your meetings and conferences. The terrace is so beautifully made, it gives a homely feeling. You can work here for hours. They have a good menu to choose from, definitely try out the pasta Lovely cafe with a beautiful peaceful vibe "
125,Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"What if we had a cafe and a co working space both in one place? This newest cafe plus co working space opened on SB road Pune is the ultimate business and social gathering experience. Tanoshii means FUN in Japanese, and this co-working space is true to its name. It offers you fun environment while working.They have cozy co working space with High speed wi-fi, beverages are on the house. Charges start from just 100They have a pretty huge conference room to set up meetings, seminars, events and much more.They have variety of options in food and beverages.And not to forget, the washrooms are so so pretty and clean! The interiors here are warm,  comforting and aesthetically...read more"
126,Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Tanoshii Cafe    Pune’s Bustling Cafe Culture gets a new aesthetic cafe and coworking space- Tanoshii Cafe. This cafe located on Senapati Bapat Road offers you serene and comforting vibes. The ambience is aesthetic, gorgeous and artistic. Talking about this unique space, it has been thoughtfully curated and little details are specially taken care of. They also got many gram-worthy spots which are perfect for clicking pictures. It's a perfect place for events, group meetings (as they have conference room as well) or casual hangouts with friends.    You get an hour pass for 100, a day pass for 700 and a monthly pass for 5000, where you can work with high-speed internet...read more"
127,Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"very peaceful and cozy atmosphere, the staff is very welcoming. the service was perfect, no delays no complaints.  Try their variety of crossaints and cheesecakes. A very enthusiastic and calm co-working space!!"
128,Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Tanoshii is nested in the beautiful lanes of Model Colony which is a two-storied co-working and cafe space! A serene space where the aesthetics will feel like home and vibes that will keep you coming back! This time-based cafe, has ample space to work from and chill with a beautiful terrace, conference room and so much more that you are to experience it yourself!"
129,One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,best food quality. best service by Shruti 
130,One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,very nice place really loved the service❤very helpfull staff and yummy food😍😍highly recommend the Rose Kissed Latte and Sandwich 😍😋
131,One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,This place is amazing! They offered the best coffee and showed the best attitude to its costumers. I visited with my family we had a great time also this place is perfect for studying and chilling out. It was very quiet air conditioned with very fast and unlimited internet connection😍❤️.
132,One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,"A nice place to enjoy coffee and some tea cakes with friends. Open late night, this place has an amazing ambience, good and polite staff and some amazing coffee options. Must try - Chocolate Orange Cake"
133,One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,The desserts we had were excellent and the coffee too..The ambience is a pure class setup. ..worth a visit 
134,Back To Basics,2.8,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Healthy Food, Desserts",700,pune,food food food at it's best! ambience at it's best! loved the cafe set up too a must visit place to try some different kind of food and dessert.
135,Back To Basics,2.8,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Healthy Food, Desserts",700,pune,"good and Authentic food and dessert corner of Wadgoan Sheri one  can easily enjoy the place considering it's location bt must go! I love it,  Quantity also good too."
136,Back To Basics,2.8,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Healthy Food, Desserts",700,pune,great cafetheir breads are amazing in quality and quantity... you can really feel the goodness of whole wheat and ragi... my favourite place now ..  great and polite staff..keep up the great work guys👍👍🎊
137,Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,"pizza is fine, the crispy seafood's quality isn't consistent, sometime's its great, today not so much."
138,Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,very good n tasty but due to traffic I guess the pizza was not warm
139,Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,Worst delivery experience. The pizza is smashed and destroyed.
140,Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,"we ordered 3 items:fish fingers- really greasy, fish tasted old or frozen. I would not suggest any fried products as it seems like they're frozen and it ends up tasting really weird.pepperoni pizza - nice crust, decent tasting pizza, pretty standard and i think any pizza might be a good choice as it seems to be their specialty lemon ginger beer- refreshing summery drink, heavier on the ginger flavour so if you don't like that then you might not enjoy it.request to the restaurant- please improve your fish fingers, it was really disappointing :("
141,IKOV Art Cafe Studio,-,"Cafe, Sandwich, Desserts, Beverages",300,pune,Loved the vibe of the place. Good place for hangout with friends and family. Quick bites available for munching.
142,Cafe Nadora By Sneha,New,"Cafe, Bakery, Fast Food, Sandwich, Coffee",600,pune,"It’s been twice that we visited Nadora and it has an excellent vibe to the place- Calm, serene and great place to have good conversations with some excellent quality food. The place is clean and classy and has decent enough space and good lighting. The location too is cozy. We’ve had the hot chocolate which is the best I’ve had! The Vietnamese coffee which is amazing, croissants are lovely and full, the sandwiches with the focaccia bread were bomb too. Will continue to visit Nadora, especially for the Hot chocolate. I am yet to try the other sweet items on the shelf as well."
143,Cafe Nadora By Sneha,New,"Cafe, Bakery, Fast Food, Sandwich, Coffee",600,pune,"Everything was absolutely great, especially the Caprese Sandwich in a Croissant. But the Pickled Pear and Goat Cheese is an acquired taste probably, wasn't something I liked. It could definitely be someone else's cup of tea. Great food overall"
144,Cafe Peter,4,"Cafe, Tea, Beverages, Continental, Japanese, Sandwich, Fast Food, Desserts",950,pune,Get ramen without veg stock. I have mentioned that dont add mushrooms but they have added.
145,Cafe Peter,4,"Cafe, Tea, Beverages, Continental, Japanese, Sandwich, Fast Food, Desserts",950,pune,Received ramen without veg stock
146,The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,"Very nice ambience as it is rooftop cafe, they have maintained the same taste and same quality in all outlets in pune from past several years.Barn veggie burger mexican style - 3.5/5Veg extreme burger - 4/5Barn chilly chesse fries - 2.5/5"
147,The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,my fav burger 
148,The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,Portion size is good but taste and quality can be improved considering the price point.
149,Hustle Snooker Cafe Bistro,3.9,"Cafe, Coffee, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,pune,the pizza was cold and not in good shape and whole pizza is having weird taste
150,Hustle Snooker Cafe Bistro,3.9,"Cafe, Coffee, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,pune,Best cold coffee! 😍
151,Brooster Coffeespot,3.7,"Cafe, Coffee, Tea, Sandwich, Salad, Pizza, Desserts","1,250",pune,"Brooster is situated Kalyani Nagar, is a beautiful cafe with great interiors + huge windows + and amazing food! 🌧️☕️ Coffee is a must if you are here! Must visit! 🙌🏻"
152,Brooster Coffeespot,3.7,"Cafe, Coffee, Tea, Sandwich, Salad, Pizza, Desserts","1,250",pune,"Very good ambience and vibe. Menu is decent. The variety seems a little narrow spectrum in general but worked for me, maybe won't for someone with a lesser wide palate.The coffee was good. However it didn't match half it's look in terms of taste. I knew what I'm ordering, I knew what the standard dish would have but the server on confirmation couldn't explain. He kept saying it will have cream whipped cream of some kind but it won't be cream also. Not how it works. You can't trust someone with your food when they don't know what it is.Breakfast dishes tasted decent. Avocado toast was borderline average. Shakshuka was 5/5 for sure. 💯 Tiramisu iced latte was a great great iced coffee...read more"
153,K.K's Cafe,-,"Sandwich, Fast Food, Street Food, Pizza, Burger, Tea, Coffee, Cafe",500,pune,Taste was not good
154,Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune," Solo Espresso was a shot of pure energy! The intense flavor and rich crema were top-notch, and it was evident that the coffee beans were of high quality. "
155,Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,"My Americano coffee arrived piping hot and was a much-needed boost to start my day. The flavor was bold and robust, just how I like it. The delivery was quick and ensured I got my coffee fix right on time. "
156,Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,Paneer Wrap was a mouthwatering delight! The paneer was well-seasoned and combined perfectly with the fresh veggies and sauce. 
157,Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,Olive & Jalapeno Croissant was a perfect blend of savory and spicy flavors! The croissant was flaky and filled with delicious olives and jalapenos. 
158,Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune," Mushroom Sandwich was a delightful surprise! The savory mushrooms and flavorful sauce made this sandwich stand out. It arrived promptly, and the taste exceeded my expectations."
159,La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,A must visit place
160,La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,Loved the food and ambiance with the exotic touch of jazz music in background must visit cafe and it has co working space as well..
161,La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,the quality of food is awesome and the taste of pizza is superb really appreciate to customer satisfaction keep it up
162,Ambrosia Patisserie & Cafe - Ambrosia Resort & Spa,3.9,"Cafe, Bakery, Beverages, Desserts",600,pune,"Ambrosia is a really quiet and nice area, surrounded by lots of trees that make you feel like you're in the jungle. Nice location if you want to escape the bustle of the city. The food is top-notch. There is no compromising on food quality or quantity. Excellent vegetarian and non-vegetarian meal options, must visit place with friends and family!"
